Year,Quarter,Nationality,Region,Age,Sex,Applicant type,UASC,Location of claim,Claims
2025,2025 Q4,Sri Lanka,Asia South,30-49,Female,Dependant,Non-UASC,At Port,4
2025,2025 Q4,Sri Lanka,Asia South,30-49,Female,Dependant,Non-UASC,In Country,38
2025,2025 Q4,Sri Lanka,Asia South,30-49,Female,Main Applicant,Non-UASC,At Port,6
2025,2025 Q4,Sri Lanka,Asia South,30-49,Female,Main Applicant,Non-UASC,In Country,26
2025,2025 Q4,Sri Lanka,Asia South,30-49,Male,Dependant,Non-UASC,In Country,9
2025,2025 Q4,Sri Lanka,Asia South,30-49,Male,Main Applicant,Non-UASC,At Port,35
2025,2025 Q4,Sri Lanka,Asia South,30-49,Male,Main Applicant,Non-UASC,In Country,128
2025,2025 Q4,Sri Lanka,Asia South,50-69,Female,Dependant,Non-UASC,In Country,1
2025,2025 Q4,Sri Lanka,Asia South,50-69,Female,Main Applicant,Non-UASC,At Port,1
2025,2025 Q4,Sri Lanka,Asia South,50-69,Female,Main Applicant,Non-UASC,In Country,4
2025,2025 Q4,Sri Lanka,Asia South,50-69,Male,Main Applicant,Non-UASC,At Port,1
2025,2025 Q4,Sri Lanka,Asia South,50-69,Male,Main Applicant,Non-UASC,In Country,8
2025,2025 Q4,Sri Lanka,Asia South,70+,Female,Main Applicant,Non-UASC,In Country,6
2025,2025 Q4,Sri Lanka,Asia South,Under 18,Female,Dependant,Non-UASC,At Port,5
2025,2025 Q4,Sri Lanka,Asia South,Under 18,Female,Dependant,Non-UASC,In Country,57
2025,2025 Q4,Sri Lanka,Asia South,Under 18,Female,Main Applicant,UASC,At Port,1
2025,2025 Q4,Sri Lanka,Asia South,Under 18,Male,Dependant,Non-UASC,At Port,7
2025,2025 Q4,Sri Lanka,Asia South,Under 18,Male,Dependant,Non-UASC,In Country,46
2025,2025 Q4,Sri Lanka,Asia South,Under 18,Male,Main Applicant,Non-UASC,In Country,2
2025,2025 Q4,St Kitts and Nevis,America Central and South,30-49,Female,Main Applicant,Non-UASC,At Port,1
2025,2025 Q4,St Kitts and Nevis,America Central and South,30-49,Female,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,St Kitts and Nevis,America Central and South,30-49,Male,Dependant,Non-UASC,In Country,1
2025,2025 Q4,St Kitts and Nevis,America Central and South,30-49,Male,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,St Kitts and Nevis,America Central and South,50-69,Female,Main Applicant,Non-UASC,At Port,1
2025,2025 Q4,St Kitts and Nevis,America Central and South,Under 18,Female,Dependant,Non-UASC,At Port,1
2025,2025 Q4,St Kitts and Nevis,America Central and South,Under 18,Male,Dependant,Non-UASC,At Port,1
2025,2025 Q4,St Lucia,America Central and South,18-29,Female,Main Applicant,Non-UASC,At Port,1
2025,2025 Q4,St Lucia,America Central and South,18-29,Female,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,St Lucia,America Central and South,18-29,Male,Main Applicant,Non-UASC,At Port,3
2025,2025 Q4,St Lucia,America Central and South,18-29,Male,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,St Lucia,America Central and South,30-49,Female,Dependant,Non-UASC,At Port,2
2025,2025 Q4,St Lucia,America Central and South,30-49,Female,Dependant,Non-UASC,In Country,1
2025,2025 Q4,St Lucia,America Central and South,30-49,Female,Main Applicant,Non-UASC,At Port,3
2025,2025 Q4,St Lucia,America Central and South,30-49,Male,Main Applicant,Non-UASC,At Port,1
2025,2025 Q4,St Lucia,America Central and South,30-49,Male,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,St Lucia,America Central and South,50-69,Male,Main Applicant,Non-UASC,At Port,1
2025,2025 Q4,St Lucia,America Central and South,Under 18,Female,Dependant,Non-UASC,At Port,3
2025,2025 Q4,St Lucia,America Central and South,Under 18,Female,Dependant,Non-UASC,In Country,3
2025,2025 Q4,St Lucia,America Central and South,Under 18,Female,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,St Lucia,America Central and South,Under 18,Male,Dependant,Non-UASC,At Port,4
2025,2025 Q4,St Lucia,America Central and South,Under 18,Male,Dependant,Non-UASC,In Country,3
2025,2025 Q4,St Vincent and the Grenadines,America Central and South,18-29,Female,Main Applicant,Non-UASC,In Country,2
2025,2025 Q4,St Vincent and the Grenadines,America Central and South,18-29,Male,Main Applicant,Non-UASC,In Country,2
2025,2025 Q4,St Vincent and the Grenadines,America Central and South,30-49,Female,Main Applicant,Non-UASC,In Country,2
2025,2025 Q4,St Vincent and the Grenadines,America Central and South,30-49,Male,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,St Vincent and the Grenadines,America Central and South,50-69,Male,Dependant,Non-UASC,In Country,1
2025,2025 Q4,St Vincent and the Grenadines,America Central and South,Under 18,Female,Dependant,Non-UASC,In Country,1
2025,2025 Q4,St Vincent and the Grenadines,America Central and South,Under 18,Female,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,St Vincent and the Grenadines,America Central and South,Under 18,Male,Dependant,Non-UASC,In Country,2
2025,2025 Q4,Stateless,Other,18-29,Female,Dependant,Non-UASC,At Port,1
2025,2025 Q4,Stateless,Other,18-29,Female,Dependant,Non-UASC,In Country,1
2025,2025 Q4,Stateless,Other,18-29,Female,Main Applicant,Non-UASC,In Country,5
2025,2025 Q4,Stateless,Other,18-29,Male,Main Applicant,Non-UASC,At Port,6
2025,2025 Q4,Stateless,Other,18-29,Male,Main Applicant,Non-UASC,In Country,59
2025,2025 Q4,Stateless,Other,30-49,Female,Dependant,Non-UASC,At Port,2
2025,2025 Q4,Stateless,Other,30-49,Female,Dependant,Non-UASC,In Country,6
2025,2025 Q4,Stateless,Other,30-49,Female,Main Applicant,Non-UASC,At Port,4
2025,2025 Q4,Stateless,Other,30-49,Female,Main Applicant,Non-UASC,In Country,12
2025,2025 Q4,Stateless,Other,30-49,Male,Main Applicant,Non-UASC,At Port,17
2025,2025 Q4,Stateless,Other,30-49,Male,Main Applicant,Non-UASC,In Country,89
2025,2025 Q4,Stateless,Other,50-69,Female,Dependant,Non-UASC,At Port,1
2025,2025 Q4,Stateless,Other,50-69,Female,Dependant,Non-UASC,In Country,1
2025,2025 Q4,Stateless,Other,50-69,Female,Main Applicant,Non-UASC,In Country,5
2025,2025 Q4,Stateless,Other,50-69,Male,Dependant,Non-UASC,In Country,1
2025,2025 Q4,Stateless,Other,50-69,Male,Main Applicant,Non-UASC,At Port,5
2025,2025 Q4,Stateless,Other,50-69,Male,Main Applicant,Non-UASC,In Country,18
2025,2025 Q4,Stateless,Other,70+,Male,Main Applicant,Non-UASC,In Country,4
2025,2025 Q4,Stateless,Other,Under 18,Female,Dependant,Non-UASC,At Port,6
2025,2025 Q4,Stateless,Other,Under 18,Female,Dependant,Non-UASC,In Country,21
2025,2025 Q4,Stateless,Other,Under 18,Female,Main Applicant,Non-UASC,In Country,2
2025,2025 Q4,Stateless,Other,Under 18,Male,Dependant,Non-UASC,At Port,10
2025,2025 Q4,Stateless,Other,Under 18,Male,Dependant,Non-UASC,In Country,23
2025,2025 Q4,Stateless,Other,Under 18,Male,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,Stateless,Other,Under 18,Male,Main Applicant,UASC,In Country,10
2025,2025 Q4,Sudan,Africa North,18-29,Female,Dependant,Non-UASC,In Country,19
2025,2025 Q4,Sudan,Africa North,18-29,Female,Main Applicant,Non-UASC,At Port,4
2025,2025 Q4,Sudan,Africa North,18-29,Female,Main Applicant,Non-UASC,In Country,41
2025,2025 Q4,Sudan,Africa North,18-29,Male,Main Applicant,Non-UASC,At Port,9
2025,2025 Q4,Sudan,Africa North,18-29,Male,Main Applicant,Non-UASC,In Country,706
2025,2025 Q4,Sudan,Africa North,30-49,Female,Dependant,Non-UASC,In Country,15
2025,2025 Q4,Sudan,Africa North,30-49,Female,Main Applicant,Non-UASC,At Port,7
2025,2025 Q4,Sudan,Africa North,30-49,Female,Main Applicant,Non-UASC,In Country,25
2025,2025 Q4,Sudan,Africa North,30-49,Male,Main Applicant,Non-UASC,At Port,3
2025,2025 Q4,Sudan,Africa North,30-49,Male,Main Applicant,Non-UASC,In Country,218
2025,2025 Q4,Sudan,Africa North,50-69,Female,Dependant,Non-UASC,In Country,2
2025,2025 Q4,Sudan,Africa North,50-69,Female,Main Applicant,Non-UASC,At Port,2
2025,2025 Q4,Sudan,Africa North,50-69,Female,Main Applicant,Non-UASC,In Country,5
2025,2025 Q4,Sudan,Africa North,50-69,Male,Main Applicant,Non-UASC,At Port,2
2025,2025 Q4,Sudan,Africa North,50-69,Male,Main Applicant,Non-UASC,In Country,17
2025,2025 Q4,Sudan,Africa North,70+,Female,Main Applicant,Non-UASC,In Country,2
2025,2025 Q4,Sudan,Africa North,Under 18,Female,Dependant,Non-UASC,In Country,45
2025,2025 Q4,Sudan,Africa North,Under 18,Female,Main Applicant,UASC,In Country,2
2025,2025 Q4,Sudan,Africa North,Under 18,Male,Dependant,Non-UASC,At Port,1
2025,2025 Q4,Sudan,Africa North,Under 18,Male,Dependant,Non-UASC,In Country,46
2025,2025 Q4,Sudan,Africa North,Under 18,Male,Main Applicant,Non-UASC,In Country,12
2025,2025 Q4,Sudan,Africa North,Under 18,Male,Main Applicant,UASC,At Port,2
2025,2025 Q4,Sudan,Africa North,Under 18,Male,Main Applicant,UASC,In Country,144
2025,2025 Q4,Sweden,EU 14,18-29,Female,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,Sweden,EU 14,30-49,Male,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,Sweden,EU 14,50-69,Female,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,Syria,Middle East,18-29,Female,Dependant,Non-UASC,In Country,5
2025,2025 Q4,Syria,Middle East,18-29,Female,Main Applicant,Non-UASC,At Port,1
2025,2025 Q4,Syria,Middle East,18-29,Female,Main Applicant,Non-UASC,In Country,3
2025,2025 Q4,Syria,Middle East,18-29,Male,Main Applicant,Non-UASC,At Port,7
2025,2025 Q4,Syria,Middle East,18-29,Male,Main Applicant,Non-UASC,In Country,224
2025,2025 Q4,Syria,Middle East,30-49,Female,Dependant,Non-UASC,In Country,4
2025,2025 Q4,Syria,Middle East,30-49,Female,Main Applicant,Non-UASC,In Country,5
2025,2025 Q4,Syria,Middle East,30-49,Male,Main Applicant,Non-UASC,At Port,3
2025,2025 Q4,Syria,Middle East,30-49,Male,Main Applicant,Non-UASC,In Country,42
2025,2025 Q4,Syria,Middle East,50-69,Female,Dependant,Non-UASC,At Port,1
2025,2025 Q4,Syria,Middle East,50-69,Female,Main Applicant,Non-UASC,In Country,2
2025,2025 Q4,Syria,Middle East,50-69,Male,Main Applicant,Non-UASC,At Port,2
2025,2025 Q4,Syria,Middle East,70+,Female,Dependant,Non-UASC,In Country,1
2025,2025 Q4,Syria,Middle East,70+,Female,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,Syria,Middle East,70+,Male,Main Applicant,Non-UASC,At Port,1
2025,2025 Q4,Syria,Middle East,70+,Male,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,Syria,Middle East,Under 18,Female,Dependant,Non-UASC,In Country,19
2025,2025 Q4,Syria,Middle East,Under 18,Male,Dependant,Non-UASC,In Country,14
2025,2025 Q4,Syria,Middle East,Under 18,Male,Main Applicant,Non-UASC,In Country,3
2025,2025 Q4,Syria,Middle East,Under 18,Male,Main Applicant,UASC,In Country,51
2025,2025 Q4,Tajikistan,Asia Central,18-29,Female,Dependant,Non-UASC,In Country,1
2025,2025 Q4,Tajikistan,Asia Central,18-29,Female,Main Applicant,Non-UASC,In Country,3
2025,2025 Q4,Tajikistan,Asia Central,18-29,Male,Main Applicant,Non-UASC,In Country,50
2025,2025 Q4,Tajikistan,Asia Central,30-49,Female,Dependant,Non-UASC,In Country,1
2025,2025 Q4,Tajikistan,Asia Central,30-49,Female,Main Applicant,Non-UASC,In Country,2
2025,2025 Q4,Tajikistan,Asia Central,30-49,Male,Main Applicant,Non-UASC,In Country,34
2025,2025 Q4,Tajikistan,Asia Central,50-69,Male,Main Applicant,Non-UASC,In Country,2
2025,2025 Q4,Tajikistan,Asia Central,Under 18,Female,Dependant,Non-UASC,In Country,1
2025,2025 Q4,Tanzania,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,In Country,3
2025,2025 Q4,Tanzania,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,At Port,1
2025,2025 Q4,Tanzania,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,In Country,3
2025,2025 Q4,Tanzania,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,In Country,2
2025,2025 Q4,Tanzania,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,In Country,12
2025,2025 Q4,Tanzania,Africa Sub-Saharan,50-69,Male,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,Tanzania,Africa Sub-Saharan,Under 18,Female,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,Tanzania,Africa Sub-Saharan,Under 18,Male,Dependant,Non-UASC,In Country,1
2025,2025 Q4,Tanzania,Africa Sub-Saharan,Under 18,Male,Main Applicant,UASC,In Country,1
2025,2025 Q4,Thailand,Asia South East,18-29,Female,Main Applicant,Non-UASC,In Country,4
2025,2025 Q4,Thailand,Asia South East,30-49,Female,Main Applicant,Non-UASC,In Country,25
2025,2025 Q4,Thailand,Asia South East,30-49,Male,Dependant,Non-UASC,In Country,1
2025,2025 Q4,Thailand,Asia South East,30-49,Male,Main Applicant,Non-UASC,At Port,1
2025,2025 Q4,Thailand,Asia South East,30-49,Male,Main Applicant,Non-UASC,In Country,6
2025,2025 Q4,Thailand,Asia South East,50-69,Female,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,Togo,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,At Port,1
2025,2025 Q4,Trinidad and Tobago,America Central and South,30-49,Male,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,Trinidad and Tobago,America Central and South,50-69,Male,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,Trinidad and Tobago,America Central and South,Under 18,Male,Dependant,Non-UASC,At Port,2
2025,2025 Q4,Trinidad and Tobago,America Central and South,Under 18,Male,Main Applicant,UASC,In Country,1
2025,2025 Q4,Tunisia,Africa North,18-29,Female,Dependant,Non-UASC,In Country,2
2025,2025 Q4,Tunisia,Africa North,18-29,Female,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,Tunisia,Africa North,18-29,Male,Main Applicant,Non-UASC,In Country,6
2025,2025 Q4,Tunisia,Africa North,30-49,Female,Main Applicant,Non-UASC,At Port,1
2025,2025 Q4,Tunisia,Africa North,30-49,Female,Main Applicant,Non-UASC,In Country,4
2025,2025 Q4,Tunisia,Africa North,30-49,Male,Main Applicant,Non-UASC,In Country,6
2025,2025 Q4,Tunisia,Africa North,Under 18,Female,Dependant,Non-UASC,In Country,1
2025,2025 Q4,Tunisia,Africa North,Under 18,Male,Dependant,Non-UASC,In Country,1
2025,2025 Q4,Tunisia,Africa North,Under 18,Male,Main Applicant,UASC,In Country,2
2025,2025 Q4,Turkey,Europe Other,18-29,Female,Dependant,Non-UASC,At Port,3
2025,2025 Q4,Turkey,Europe Other,18-29,Female,Dependant,Non-UASC,In Country,2
2025,2025 Q4,Turkey,Europe Other,18-29,Female,Main Applicant,Non-UASC,At Port,6
2025,2025 Q4,Turkey,Europe Other,18-29,Female,Main Applicant,Non-UASC,In Country,9
2025,2025 Q4,Turkey,Europe Other,18-29,Male,Main Applicant,Non-UASC,At Port,19
2025,2025 Q4,Turkey,Europe Other,18-29,Male,Main Applicant,Non-UASC,In Country,91
2025,2025 Q4,Turkey,Europe Other,30-49,Female,Dependant,Non-UASC,At Port,5
2025,2025 Q4,Turkey,Europe Other,30-49,Female,Dependant,Non-UASC,In Country,7
2025,2025 Q4,Turkey,Europe Other,30-49,Female,Main Applicant,Non-UASC,At Port,5
2025,2025 Q4,Turkey,Europe Other,30-49,Female,Main Applicant,Non-UASC,In Country,14
2025,2025 Q4,Turkey,Europe Other,30-49,Male,Dependant,Non-UASC,At Port,1
2025,2025 Q4,Turkey,Europe Other,30-49,Male,Dependant,Non-UASC,In Country,2
2025,2025 Q4,Turkey,Europe Other,30-49,Male,Main Applicant,Non-UASC,At Port,17
2025,2025 Q4,Turkey,Europe Other,30-49,Male,Main Applicant,Non-UASC,In Country,67
2025,2025 Q4,Turkey,Europe Other,50-69,Female,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,Turkey,Europe Other,50-69,Male,Main Applicant,Non-UASC,At Port,1
2025,2025 Q4,Turkey,Europe Other,50-69,Male,Main Applicant,Non-UASC,In Country,7
2025,2025 Q4,Turkey,Europe Other,70+,Female,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,Turkey,Europe Other,Under 18,Female,Dependant,Non-UASC,At Port,8
2025,2025 Q4,Turkey,Europe Other,Under 18,Female,Dependant,Non-UASC,In Country,20
2025,2025 Q4,Turkey,Europe Other,Under 18,Female,Main Applicant,Non-UASC,At Port,1
2025,2025 Q4,Turkey,Europe Other,Under 18,Female,Main Applicant,Non-UASC,In Country,2
2025,2025 Q4,Turkey,Europe Other,Under 18,Female,Main Applicant,UASC,At Port,1
2025,2025 Q4,Turkey,Europe Other,Under 18,Male,Dependant,Non-UASC,At Port,10
2025,2025 Q4,Turkey,Europe Other,Under 18,Male,Dependant,Non-UASC,In Country,19
2025,2025 Q4,Turkey,Europe Other,Under 18,Male,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,Turkey,Europe Other,Under 18,Male,Main Applicant,UASC,In Country,6
2025,2025 Q4,Turkmenistan,Asia Central,18-29,Male,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,Turkmenistan,Asia Central,30-49,Male,Main Applicant,Non-UASC,In Country,2
2025,2025 Q4,Uganda,Africa Sub-Saharan,18-29,Female,Dependant,Non-UASC,In Country,2
2025,2025 Q4,Uganda,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,In Country,18
2025,2025 Q4,Uganda,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,At Port,1
2025,2025 Q4,Uganda,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,In Country,18
2025,2025 Q4,Uganda,Africa Sub-Saharan,30-49,Female,Dependant,Non-UASC,In Country,2
2025,2025 Q4,Uganda,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,At Port,1
2025,2025 Q4,Uganda,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,In Country,11
2025,2025 Q4,Uganda,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,At Port,1
2025,2025 Q4,Uganda,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,In Country,24
2025,2025 Q4,Uganda,Africa Sub-Saharan,70+,Female,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,Uganda,Africa Sub-Saharan,Under 18,Female,Dependant,Non-UASC,In Country,3
2025,2025 Q4,Uganda,Africa Sub-Saharan,Under 18,Male,Dependant,Non-UASC,In Country,4
2025,2025 Q4,Ukraine,Europe Other,18-29,Female,Dependant,Non-UASC,In Country,3
2025,2025 Q4,Ukraine,Europe Other,18-29,Female,Main Applicant,Non-UASC,In Country,7
2025,2025 Q4,Ukraine,Europe Other,18-29,Male,Main Applicant,Non-UASC,In Country,15
2025,2025 Q4,Ukraine,Europe Other,30-49,Female,Dependant,Non-UASC,In Country,5
2025,2025 Q4,Ukraine,Europe Other,30-49,Female,Main Applicant,Non-UASC,In Country,12
2025,2025 Q4,Ukraine,Europe Other,30-49,Male,Dependant,Non-UASC,In Country,2
2025,2025 Q4,Ukraine,Europe Other,30-49,Male,Main Applicant,Non-UASC,At Port,1
2025,2025 Q4,Ukraine,Europe Other,30-49,Male,Main Applicant,Non-UASC,In Country,54
2025,2025 Q4,Ukraine,Europe Other,50-69,Female,Dependant,Non-UASC,In Country,1
2025,2025 Q4,Ukraine,Europe Other,50-69,Female,Main Applicant,Non-UASC,In Country,7
2025,2025 Q4,Ukraine,Europe Other,50-69,Male,Main Applicant,Non-UASC,In Country,12
2025,2025 Q4,Ukraine,Europe Other,70+,Female,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,Ukraine,Europe Other,Under 18,Female,Dependant,Non-UASC,In Country,11
2025,2025 Q4,Ukraine,Europe Other,Under 18,Male,Dependant,Non-UASC,In Country,3
2025,2025 Q4,Ukraine,Europe Other,Under 18,Male,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,United Arab Emirates,Middle East,30-49,Female,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,United Arab Emirates,Middle East,Under 18,Female,Dependant,Non-UASC,In Country,1
2025,2025 Q4,United Arab Emirates,Middle East,Under 18,Male,Dependant,Non-UASC,In Country,2
2025,2025 Q4,United States,America North,18-29,Female,Main Applicant,Non-UASC,At Port,3
2025,2025 Q4,United States,America North,18-29,Female,Main Applicant,Non-UASC,In Country,3
2025,2025 Q4,United States,America North,18-29,Male,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,United States,America North,30-49,Female,Main Applicant,Non-UASC,In Country,3
2025,2025 Q4,United States,America North,30-49,Male,Main Applicant,Non-UASC,At Port,2
2025,2025 Q4,United States,America North,30-49,Male,Main Applicant,Non-UASC,In Country,6
2025,2025 Q4,United States,America North,50-69,Female,Main Applicant,Non-UASC,At Port,2
2025,2025 Q4,United States,America North,50-69,Female,Main Applicant,Non-UASC,In Country,2
2025,2025 Q4,United States,America North,70+,Female,Main Applicant,Non-UASC,At Port,1
2025,2025 Q4,United States,America North,70+,Female,Main Applicant,Non-UASC,In Country,2
2025,2025 Q4,United States,America North,Under 18,Female,Dependant,Non-UASC,At Port,2
2025,2025 Q4,United States,America North,Under 18,Female,Dependant,Non-UASC,In Country,1
2025,2025 Q4,United States,America North,Under 18,Male,Dependant,Non-UASC,At Port,3
2025,2025 Q4,United States,America North,Under 18,Male,Dependant,Non-UASC,In Country,2
2025,2025 Q4,Uzbekistan,Asia Central,18-29,Female,Dependant,Non-UASC,In Country,1
2025,2025 Q4,Uzbekistan,Asia Central,18-29,Female,Main Applicant,Non-UASC,In Country,2
2025,2025 Q4,Uzbekistan,Asia Central,18-29,Male,Main Applicant,Non-UASC,At Port,3
2025,2025 Q4,Uzbekistan,Asia Central,18-29,Male,Main Applicant,Non-UASC,In Country,36
2025,2025 Q4,Uzbekistan,Asia Central,30-49,Female,Dependant,Non-UASC,In Country,1
2025,2025 Q4,Uzbekistan,Asia Central,30-49,Female,Main Applicant,Non-UASC,In Country,3
2025,2025 Q4,Uzbekistan,Asia Central,30-49,Male,Dependant,Non-UASC,In Country,1
2025,2025 Q4,Uzbekistan,Asia Central,30-49,Male,Main Applicant,Non-UASC,At Port,1
2025,2025 Q4,Uzbekistan,Asia Central,30-49,Male,Main Applicant,Non-UASC,In Country,46
2025,2025 Q4,Uzbekistan,Asia Central,Under 18,Female,Dependant,Non-UASC,In Country,2
2025,2025 Q4,Uzbekistan,Asia Central,Under 18,Male,Dependant,Non-UASC,In Country,2
2025,2025 Q4,Uzbekistan,Asia Central,Under 18,Male,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,Venezuela,America Central and South,18-29,Female,Dependant,Non-UASC,At Port,1
2025,2025 Q4,Venezuela,America Central and South,18-29,Male,Main Applicant,Non-UASC,At Port,1
2025,2025 Q4,Venezuela,America Central and South,30-49,Female,Dependant,Non-UASC,At Port,1
2025,2025 Q4,Venezuela,America Central and South,30-49,Female,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,Vietnam,Asia South East,18-29,Female,Dependant,Non-UASC,In Country,6
2025,2025 Q4,Vietnam,Asia South East,18-29,Female,Main Applicant,Non-UASC,At Port,1
2025,2025 Q4,Vietnam,Asia South East,18-29,Female,Main Applicant,Non-UASC,In Country,58
2025,2025 Q4,Vietnam,Asia South East,18-29,Male,Main Applicant,Non-UASC,In Country,90
2025,2025 Q4,Vietnam,Asia South East,30-49,Female,Main Applicant,Non-UASC,In Country,50
2025,2025 Q4,Vietnam,Asia South East,30-49,Male,Main Applicant,Non-UASC,In Country,75
2025,2025 Q4,Vietnam,Asia South East,50-69,Female,Dependant,Non-UASC,In Country,1
2025,2025 Q4,Vietnam,Asia South East,50-69,Female,Main Applicant,Non-UASC,In Country,4
2025,2025 Q4,Vietnam,Asia South East,50-69,Male,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,Vietnam,Asia South East,Under 18,Female,Dependant,Non-UASC,In Country,6
2025,2025 Q4,Vietnam,Asia South East,Under 18,Female,Main Applicant,Non-UASC,In Country,4
2025,2025 Q4,Vietnam,Asia South East,Under 18,Female,Main Applicant,UASC,In Country,23
2025,2025 Q4,Vietnam,Asia South East,Under 18,Male,Dependant,Non-UASC,In Country,6
2025,2025 Q4,Vietnam,Asia South East,Under 18,Male,Main Applicant,Non-UASC,At Port,1
2025,2025 Q4,Vietnam,Asia South East,Under 18,Male,Main Applicant,Non-UASC,In Country,4
2025,2025 Q4,Vietnam,Asia South East,Under 18,Male,Main Applicant,UASC,At Port,1
2025,2025 Q4,Vietnam,Asia South East,Under 18,Male,Main Applicant,UASC,In Country,32
2025,2025 Q4,Western Sahara,Africa North,Under 18,Male,Main Applicant,UASC,At Port,2
2025,2025 Q4,Yemen,Middle East,18-29,Female,Dependant,Non-UASC,In Country,1
2025,2025 Q4,Yemen,Middle East,18-29,Female,Main Applicant,Non-UASC,In Country,6
2025,2025 Q4,Yemen,Middle East,18-29,Male,Main Applicant,Non-UASC,At Port,21
2025,2025 Q4,Yemen,Middle East,18-29,Male,Main Applicant,Non-UASC,In Country,100
2025,2025 Q4,Yemen,Middle East,30-49,Female,Dependant,Non-UASC,At Port,1
2025,2025 Q4,Yemen,Middle East,30-49,Female,Dependant,Non-UASC,In Country,2
2025,2025 Q4,Yemen,Middle East,30-49,Female,Main Applicant,Non-UASC,At Port,2
2025,2025 Q4,Yemen,Middle East,30-49,Female,Main Applicant,Non-UASC,In Country,7
2025,2025 Q4,Yemen,Middle East,30-49,Male,Main Applicant,Non-UASC,At Port,15
2025,2025 Q4,Yemen,Middle East,30-49,Male,Main Applicant,Non-UASC,In Country,54
2025,2025 Q4,Yemen,Middle East,50-69,Female,Main Applicant,Non-UASC,In Country,5
2025,2025 Q4,Yemen,Middle East,50-69,Male,Main Applicant,Non-UASC,At Port,2
2025,2025 Q4,Yemen,Middle East,50-69,Male,Main Applicant,Non-UASC,In Country,4
2025,2025 Q4,Yemen,Middle East,70+,Female,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,Yemen,Middle East,Under 18,Female,Dependant,Non-UASC,At Port,2
2025,2025 Q4,Yemen,Middle East,Under 18,Female,Dependant,Non-UASC,In Country,5
2025,2025 Q4,Yemen,Middle East,Under 18,Female,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,Yemen,Middle East,Under 18,Male,Dependant,Non-UASC,At Port,4
2025,2025 Q4,Yemen,Middle East,Under 18,Male,Dependant,Non-UASC,In Country,3
2025,2025 Q4,Yemen,Middle East,Under 18,Male,Main Applicant,UASC,In Country,5
2025,2025 Q4,Zambia,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,Zambia,Africa Sub-Saharan,50-69,Female,Dependant,Non-UASC,In Country,1
2025,2025 Q4,Zambia,Africa Sub-Saharan,50-69,Male,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,Zimbabwe,Africa Sub-Saharan,18-29,Female,Dependant,Non-UASC,In Country,1
2025,2025 Q4,Zimbabwe,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,In Country,6
