Year,Quarter,Nationality,Region,Age,Sex,Applicant type,UASC,Location of claim,Claims
2015,2015 Q1,Nepal,Asia South,30-49,Male,Main Applicant,Non-UASC,In Country,8
2015,2015 Q1,Nepal,Asia South,Under 18,Female,Dependant,Non-UASC,In Country,2
2015,2015 Q1,Nepal,Asia South,Under 18,Male,Dependant,Non-UASC,In Country,3
2015,2015 Q1,Nigeria,Africa Sub-Saharan,18-29,Female,Dependant,Non-UASC,In Country,2
2015,2015 Q1,Nigeria,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,At Port,1
2015,2015 Q1,Nigeria,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,In Country,22
2015,2015 Q1,Nigeria,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,At Port,3
2015,2015 Q1,Nigeria,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,In Country,30
2015,2015 Q1,Nigeria,Africa Sub-Saharan,30-49,Female,Dependant,Non-UASC,In Country,12
2015,2015 Q1,Nigeria,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,At Port,1
2015,2015 Q1,Nigeria,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,In Country,70
2015,2015 Q1,Nigeria,Africa Sub-Saharan,30-49,Male,Dependant,Non-UASC,In Country,13
2015,2015 Q1,Nigeria,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,At Port,4
2015,2015 Q1,Nigeria,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,In Country,82
2015,2015 Q1,Nigeria,Africa Sub-Saharan,50-69,Female,Dependant,Non-UASC,In Country,2
2015,2015 Q1,Nigeria,Africa Sub-Saharan,50-69,Female,Main Applicant,Non-UASC,In Country,2
2015,2015 Q1,Nigeria,Africa Sub-Saharan,50-69,Male,Main Applicant,Non-UASC,In Country,8
2015,2015 Q1,Nigeria,Africa Sub-Saharan,Under 18,Female,Dependant,Non-UASC,At Port,2
2015,2015 Q1,Nigeria,Africa Sub-Saharan,Under 18,Female,Dependant,Non-UASC,In Country,86
2015,2015 Q1,Nigeria,Africa Sub-Saharan,Under 18,Female,Main Applicant,Non-UASC,In Country,4
2015,2015 Q1,Nigeria,Africa Sub-Saharan,Under 18,Female,Main Applicant,UASC,In Country,1
2015,2015 Q1,Nigeria,Africa Sub-Saharan,Under 18,Male,Dependant,Non-UASC,In Country,77
2015,2015 Q1,Nigeria,Africa Sub-Saharan,Under 18,Male,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,Nigeria,Africa Sub-Saharan,Under 18,Male,Main Applicant,UASC,In Country,1
2015,2015 Q1,North Korea,Asia East,18-29,Female,Dependant,Non-UASC,In Country,1
2015,2015 Q1,North Korea,Asia East,18-29,Female,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,North Korea,Asia East,18-29,Male,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,North Korea,Asia East,30-49,Female,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,North Korea,Asia East,30-49,Male,Main Applicant,Non-UASC,In Country,2
2015,2015 Q1,North Korea,Asia East,50-69,Female,Dependant,Non-UASC,In Country,1
2015,2015 Q1,North Korea,Asia East,50-69,Female,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,North Korea,Asia East,50-69,Male,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,North Korea,Asia East,70+,Female,Dependant,Non-UASC,In Country,1
2015,2015 Q1,North Korea,Asia East,70+,Male,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,North Korea,Asia East,Under 18,Female,Dependant,Non-UASC,In Country,1
2015,2015 Q1,North Korea,Asia East,Under 18,Male,Dependant,Non-UASC,In Country,4
2015,2015 Q1,Palestine,Middle East,18-29,Female,Dependant,Non-UASC,In Country,1
2015,2015 Q1,Palestine,Middle East,18-29,Female,Main Applicant,Non-UASC,At Port,1
2015,2015 Q1,Palestine,Middle East,18-29,Female,Main Applicant,Non-UASC,In Country,2
2015,2015 Q1,Palestine,Middle East,18-29,Male,Main Applicant,Non-UASC,At Port,3
2015,2015 Q1,Palestine,Middle East,18-29,Male,Main Applicant,Non-UASC,In Country,16
2015,2015 Q1,Palestine,Middle East,30-49,Female,Main Applicant,Non-UASC,At Port,1
2015,2015 Q1,Palestine,Middle East,30-49,Male,Dependant,Non-UASC,In Country,1
2015,2015 Q1,Palestine,Middle East,30-49,Male,Main Applicant,Non-UASC,At Port,1
2015,2015 Q1,Palestine,Middle East,30-49,Male,Main Applicant,Non-UASC,In Country,4
2015,2015 Q1,Palestine,Middle East,Under 18,Female,Dependant,Non-UASC,At Port,2
2015,2015 Q1,Palestine,Middle East,Under 18,Female,Dependant,Non-UASC,In Country,1
2015,2015 Q1,Palestine,Middle East,Under 18,Male,Dependant,Non-UASC,At Port,3
2015,2015 Q1,Palestine,Middle East,Under 18,Male,Main Applicant,UASC,In Country,2
2015,2015 Q1,Other and unknown,Other,30-49,Male,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,Other and unknown,Other,50-69,Female,Main Applicant,Non-UASC,At Port,1
2015,2015 Q1,Pakistan,Asia South,18-29,Female,Dependant,Non-UASC,At Port,2
2015,2015 Q1,Pakistan,Asia South,18-29,Female,Dependant,Non-UASC,In Country,6
2015,2015 Q1,Pakistan,Asia South,18-29,Female,Main Applicant,Non-UASC,At Port,3
2015,2015 Q1,Pakistan,Asia South,18-29,Female,Main Applicant,Non-UASC,In Country,56
2015,2015 Q1,Pakistan,Asia South,18-29,Male,Dependant,Non-UASC,At Port,1
2015,2015 Q1,Pakistan,Asia South,18-29,Male,Dependant,Non-UASC,In Country,17
2015,2015 Q1,Pakistan,Asia South,18-29,Male,Main Applicant,Non-UASC,At Port,9
2015,2015 Q1,Pakistan,Asia South,18-29,Male,Main Applicant,Non-UASC,In Country,216
2015,2015 Q1,Pakistan,Asia South,18-29,Male,Main Applicant,UASC,In Country,1
2015,2015 Q1,Pakistan,Asia South,30-49,Female,Dependant,Non-UASC,At Port,2
2015,2015 Q1,Pakistan,Asia South,30-49,Female,Dependant,Non-UASC,In Country,12
2015,2015 Q1,Pakistan,Asia South,30-49,Female,Main Applicant,Non-UASC,At Port,4
2015,2015 Q1,Pakistan,Asia South,30-49,Female,Main Applicant,Non-UASC,In Country,62
2015,2015 Q1,Pakistan,Asia South,30-49,Male,Dependant,Non-UASC,In Country,24
2015,2015 Q1,Pakistan,Asia South,30-49,Male,Main Applicant,Non-UASC,At Port,13
2015,2015 Q1,Pakistan,Asia South,30-49,Male,Main Applicant,Non-UASC,In Country,129
2015,2015 Q1,Pakistan,Asia South,50-69,Female,Dependant,Non-UASC,At Port,2
2015,2015 Q1,Pakistan,Asia South,50-69,Female,Dependant,Non-UASC,In Country,3
2015,2015 Q1,Pakistan,Asia South,50-69,Female,Main Applicant,Non-UASC,At Port,2
2015,2015 Q1,Pakistan,Asia South,50-69,Female,Main Applicant,Non-UASC,In Country,9
2015,2015 Q1,Pakistan,Asia South,50-69,Male,Dependant,Non-UASC,In Country,2
2015,2015 Q1,Pakistan,Asia South,50-69,Male,Main Applicant,Non-UASC,At Port,4
2015,2015 Q1,Pakistan,Asia South,50-69,Male,Main Applicant,Non-UASC,In Country,20
2015,2015 Q1,Pakistan,Asia South,70+,Female,Dependant,Non-UASC,At Port,1
2015,2015 Q1,Pakistan,Asia South,70+,Female,Main Applicant,Non-UASC,In Country,3
2015,2015 Q1,Pakistan,Asia South,70+,Male,Main Applicant,Non-UASC,At Port,3
2015,2015 Q1,Pakistan,Asia South,70+,Male,Main Applicant,Non-UASC,In Country,3
2015,2015 Q1,Pakistan,Asia South,Under 18,Female,Dependant,Non-UASC,At Port,5
2015,2015 Q1,Pakistan,Asia South,Under 18,Female,Dependant,Non-UASC,In Country,80
2015,2015 Q1,Pakistan,Asia South,Under 18,Female,Main Applicant,Non-UASC,In Country,2
2015,2015 Q1,Pakistan,Asia South,Under 18,Male,Dependant,Non-UASC,At Port,5
2015,2015 Q1,Pakistan,Asia South,Under 18,Male,Dependant,Non-UASC,In Country,75
2015,2015 Q1,Pakistan,Asia South,Under 18,Male,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,Pakistan,Asia South,Under 18,Male,Main Applicant,UASC,In Country,2
2015,2015 Q1,Pakistan,Asia South,Under 18,Unknown Sex,Dependant,Non-UASC,In Country,1
2015,2015 Q1,Philippines,Asia South East,18-29,Female,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,Philippines,Asia South East,30-49,Female,Dependant,Non-UASC,In Country,1
2015,2015 Q1,Philippines,Asia South East,30-49,Female,Main Applicant,Non-UASC,In Country,3
2015,2015 Q1,Philippines,Asia South East,30-49,Male,Main Applicant,Non-UASC,In Country,4
2015,2015 Q1,Philippines,Asia South East,50-69,Female,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,Philippines,Asia South East,50-69,Male,Main Applicant,Non-UASC,In Country,2
2015,2015 Q1,Philippines,Asia South East,Under 18,Male,Dependant,Non-UASC,In Country,1
2015,2015 Q1,Poland,EU 8,18-29,Male,Main Applicant,Non-UASC,In Country,14
2015,2015 Q1,Poland,EU 8,30-49,Male,Main Applicant,Non-UASC,At Port,1
2015,2015 Q1,Poland,EU 8,30-49,Male,Main Applicant,Non-UASC,In Country,18
2015,2015 Q1,Poland,EU 8,50-69,Male,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,Portugal,EU 14,Under 18,Female,Dependant,Non-UASC,In Country,2
2015,2015 Q1,Qatar,Middle East,30-49,Male,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,Refugee,Other,18-29,Female,Dependant,Non-UASC,In Country,1
2015,2015 Q1,Refugee,Other,18-29,Female,Main Applicant,Non-UASC,In Country,2
2015,2015 Q1,Refugee,Other,18-29,Male,Main Applicant,Non-UASC,At Port,1
2015,2015 Q1,Refugee,Other,18-29,Male,Main Applicant,Non-UASC,In Country,15
2015,2015 Q1,Refugee,Other,30-49,Female,Dependant,Non-UASC,At Port,2
2015,2015 Q1,Refugee,Other,30-49,Female,Main Applicant,Non-UASC,At Port,2
2015,2015 Q1,Refugee,Other,30-49,Female,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,Refugee,Other,30-49,Male,Main Applicant,Non-UASC,At Port,6
2015,2015 Q1,Refugee,Other,30-49,Male,Main Applicant,Non-UASC,In Country,15
2015,2015 Q1,Refugee,Other,50-69,Female,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,Refugee,Other,50-69,Male,Main Applicant,Non-UASC,At Port,1
2015,2015 Q1,Refugee,Other,50-69,Male,Main Applicant,Non-UASC,In Country,3
2015,2015 Q1,Refugee,Other,70+,Male,Main Applicant,Non-UASC,At Port,1
2015,2015 Q1,Refugee,Other,Under 18,Female,Dependant,Non-UASC,At Port,4
2015,2015 Q1,Refugee,Other,Under 18,Female,Dependant,Non-UASC,In Country,2
2015,2015 Q1,Refugee,Other,Under 18,Male,Dependant,Non-UASC,At Port,3
2015,2015 Q1,Refugee,Other,Under 18,Male,Dependant,Non-UASC,In Country,1
2015,2015 Q1,Romania,EU 2,18-29,Female,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,Romania,EU 2,18-29,Male,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,Romania,EU 2,30-49,Female,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,Russia,Europe Other,18-29,Female,Dependant,Non-UASC,At Port,2
2015,2015 Q1,Russia,Europe Other,18-29,Female,Main Applicant,Non-UASC,At Port,2
2015,2015 Q1,Russia,Europe Other,18-29,Female,Main Applicant,Non-UASC,In Country,3
2015,2015 Q1,Russia,Europe Other,18-29,Male,Main Applicant,Non-UASC,At Port,3
2015,2015 Q1,Russia,Europe Other,18-29,Male,Main Applicant,Non-UASC,In Country,2
2015,2015 Q1,Russia,Europe Other,30-49,Female,Dependant,Non-UASC,In Country,2
2015,2015 Q1,Russia,Europe Other,30-49,Female,Main Applicant,Non-UASC,At Port,2
2015,2015 Q1,Russia,Europe Other,30-49,Female,Main Applicant,Non-UASC,In Country,2
2015,2015 Q1,Russia,Europe Other,30-49,Male,Main Applicant,Non-UASC,At Port,3
2015,2015 Q1,Russia,Europe Other,30-49,Male,Main Applicant,Non-UASC,In Country,6
2015,2015 Q1,Russia,Europe Other,50-69,Male,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,Russia,Europe Other,Under 18,Female,Dependant,Non-UASC,At Port,6
2015,2015 Q1,Russia,Europe Other,Under 18,Female,Dependant,Non-UASC,In Country,5
2015,2015 Q1,Russia,Europe Other,Under 18,Male,Dependant,Non-UASC,At Port,2
2015,2015 Q1,Russia,Europe Other,Under 18,Male,Dependant,Non-UASC,In Country,3
2015,2015 Q1,Rwanda,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,In Country,2
2015,2015 Q1,Rwanda,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,In Country,4
2015,2015 Q1,Rwanda,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,Saudi Arabia,Middle East,18-29,Female,Main Applicant,Non-UASC,In Country,2
2015,2015 Q1,Saudi Arabia,Middle East,18-29,Male,Main Applicant,Non-UASC,In Country,2
2015,2015 Q1,Saudi Arabia,Middle East,30-49,Female,Main Applicant,Non-UASC,At Port,1
2015,2015 Q1,Saudi Arabia,Middle East,30-49,Female,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,Saudi Arabia,Middle East,30-49,Male,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,Saudi Arabia,Middle East,50-69,Female,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,Saudi Arabia,Middle East,Under 18,Female,Dependant,Non-UASC,In Country,1
2015,2015 Q1,Saudi Arabia,Middle East,Under 18,Male,Dependant,Non-UASC,In Country,2
2015,2015 Q1,Senegal,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,In Country,2
2015,2015 Q1,Senegal,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,In Country,2
2015,2015 Q1,Senegal,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,Senegal,Africa Sub-Saharan,Under 18,Male,Dependant,Non-UASC,In Country,2
2015,2015 Q1,Sierra Leone,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,In Country,5
2015,2015 Q1,Sierra Leone,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,In Country,4
2015,2015 Q1,Sierra Leone,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,In Country,5
2015,2015 Q1,Sierra Leone,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,In Country,5
2015,2015 Q1,Sierra Leone,Africa Sub-Saharan,50-69,Female,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,Sierra Leone,Africa Sub-Saharan,50-69,Male,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,Sierra Leone,Africa Sub-Saharan,Under 18,Female,Dependant,Non-UASC,In Country,7
2015,2015 Q1,Sierra Leone,Africa Sub-Saharan,Under 18,Female,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,Sierra Leone,Africa Sub-Saharan,Under 18,Male,Dependant,Non-UASC,In Country,2
2015,2015 Q1,Singapore,Asia South East,18-29,Female,Dependant,Non-UASC,In Country,1
2015,2015 Q1,Singapore,Asia South East,30-49,Male,Main Applicant,Non-UASC,At Port,1
2015,2015 Q1,Slovakia,EU 8,18-29,Female,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,Slovakia,EU 8,18-29,Male,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,Somalia,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,At Port,10
2015,2015 Q1,Somalia,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,In Country,15
2015,2015 Q1,Somalia,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,At Port,6
2015,2015 Q1,Somalia,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,In Country,22
2015,2015 Q1,Somalia,Africa Sub-Saharan,18-29,Male,Main Applicant,UASC,At Port,1
2015,2015 Q1,Somalia,Africa Sub-Saharan,18-29,Male,Main Applicant,UASC,In Country,1
2015,2015 Q1,Somalia,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,At Port,5
2015,2015 Q1,Somalia,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,In Country,7
2015,2015 Q1,Somalia,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,At Port,3
2015,2015 Q1,Somalia,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,In Country,11
2015,2015 Q1,Somalia,Africa Sub-Saharan,50-69,Female,Main Applicant,Non-UASC,At Port,1
2015,2015 Q1,Somalia,Africa Sub-Saharan,50-69,Male,Main Applicant,Non-UASC,At Port,1
2015,2015 Q1,Somalia,Africa Sub-Saharan,70+,Female,Main Applicant,Non-UASC,In Country,2
2015,2015 Q1,Somalia,Africa Sub-Saharan,Under 18,Female,Dependant,Non-UASC,At Port,1
2015,2015 Q1,Somalia,Africa Sub-Saharan,Under 18,Female,Dependant,Non-UASC,In Country,5
2015,2015 Q1,Somalia,Africa Sub-Saharan,Under 18,Female,Main Applicant,Non-UASC,In Country,2
2015,2015 Q1,Somalia,Africa Sub-Saharan,Under 18,Female,Main Applicant,UASC,At Port,3
2015,2015 Q1,Somalia,Africa Sub-Saharan,Under 18,Female,Main Applicant,UASC,In Country,3
2015,2015 Q1,Somalia,Africa Sub-Saharan,Under 18,Male,Dependant,Non-UASC,At Port,5
2015,2015 Q1,Somalia,Africa Sub-Saharan,Under 18,Male,Dependant,Non-UASC,In Country,3
2015,2015 Q1,Somalia,Africa Sub-Saharan,Under 18,Male,Main Applicant,Non-UASC,At Port,2
2015,2015 Q1,Somalia,Africa Sub-Saharan,Under 18,Male,Main Applicant,Non-UASC,In Country,3
2015,2015 Q1,Somalia,Africa Sub-Saharan,Under 18,Male,Main Applicant,UASC,In Country,2
2015,2015 Q1,South Africa,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,South Africa,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,South Africa,Africa Sub-Saharan,30-49,Female,Dependant,Non-UASC,In Country,2
2015,2015 Q1,South Africa,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,In Country,6
2015,2015 Q1,South Africa,Africa Sub-Saharan,30-49,Male,Dependant,Non-UASC,In Country,1
2015,2015 Q1,South Africa,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,In Country,6
2015,2015 Q1,South Africa,Africa Sub-Saharan,Under 18,Female,Dependant,Non-UASC,In Country,8
2015,2015 Q1,South Africa,Africa Sub-Saharan,Under 18,Female,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,South Africa,Africa Sub-Saharan,Under 18,Male,Dependant,Non-UASC,In Country,5
2015,2015 Q1,South Korea,Asia East,18-29,Male,Main Applicant,Non-UASC,At Port,1
2015,2015 Q1,South Korea,Asia East,30-49,Female,Main Applicant,Non-UASC,At Port,1
2015,2015 Q1,South Korea,Asia East,50-69,Female,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,South Korea,Asia East,Under 18,Female,Main Applicant,Non-UASC,In Country,2
2015,2015 Q1,South Sudan,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,South Sudan,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,In Country,2
2015,2015 Q1,South Sudan,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,South Sudan,Africa Sub-Saharan,Under 18,Male,Dependant,Non-UASC,In Country,1
2015,2015 Q1,Spain,EU 14,30-49,Male,Main Applicant,Non-UASC,In Country,1
2015,2015 Q1,Spain,EU 14,50-69,Male,Main Applicant,Non-UASC,At Port,1
2015,2015 Q1,Sri Lanka,Asia South,18-29,Female,Dependant,Non-UASC,In Country,8
2015,2015 Q1,Sri Lanka,Asia South,18-29,Female,Main Applicant,Non-UASC,At Port,1
2015,2015 Q1,Sri Lanka,Asia South,18-29,Female,Main Applicant,Non-UASC,In Country,33
2015,2015 Q1,Sri Lanka,Asia South,18-29,Male,Dependant,Non-UASC,In Country,8
2015,2015 Q1,Sri Lanka,Asia South,18-29,Male,Main Applicant,Non-UASC,At Port,9
2015,2015 Q1,Sri Lanka,Asia South,18-29,Male,Main Applicant,Non-UASC,In Country,94
2015,2015 Q1,Sri Lanka,Asia South,30-49,Female,Dependant,Non-UASC,At Port,2
2015,2015 Q1,Sri Lanka,Asia South,30-49,Female,Dependant,Non-UASC,In Country,27
2015,2015 Q1,Sri Lanka,Asia South,30-49,Female,Main Applicant,Non-UASC,At Port,1
2015,2015 Q1,Sri Lanka,Asia South,30-49,Female,Main Applicant,Non-UASC,In Country,27
